symbol,filing_time,n_sentences,n_actions,n_sentences_topic_cluster_total,n_actions_topic_cluster_total,n_sentences_topic_pillar_total,n_actions_topic_pillar_total,n_sentences_topic_cluster_environmental_regulation,n_actions_topic_cluster_environmental_regulation,n_sentences_topic_cluster_customer_orientation,n_actions_topic_cluster_customer_orientation,n_sentences_topic_cluster_shareholder_affiliation,n_actions_topic_cluster_shareholder_affiliation,n_sentences_topic_cluster_hiring_employees,n_actions_topic_cluster_hiring_employees,n_sentences_topic_cluster_natural_disaster,n_actions_topic_cluster_natural_disaster,n_sentences_topic_cluster_litigation,n_actions_topic_cluster_litigation,n_sentences_topic_cluster_carbon_emissions,n_actions_topic_cluster_carbon_emissions,n_sentences_topic_cluster_labor_issues,n_actions_topic_cluster_labor_issues,n_sentences_topic_cluster_supply_chain_problems,n_actions_topic_cluster_supply_chain_problems,n_sentences_topic_cluster_taxes,n_actions_topic_cluster_taxes,n_sentences_topic_pillar_environmental,n_actions_topic_pillar_environmental,n_sentences_topic_pillar_social,n_actions_topic_pillar_social,n_sentences_topic_pillar_governance,n_actions_topic_pillar_governance
abml,2013-12-01,135,15,96,14,29,4,7,0,35,3,24,3,6,2,3,1,5,1,1,0,1,0,10,2,4,2,15,2,7,2,7,0
abml,2015-01-01,111,13,83,9,26,4,5,0,28,1,24,3,7,2,3,1,6,1,1,0,1,0,6,0,2,1,13,2,6,2,7,0
abml,2015-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abml,2016-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abml,2018-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abml,2018-12-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abml,2019-12-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abml,2021-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abml,2022-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amr,2019-04-01,544,56,667,54,245,27,97,19,186,5,74,9,12,1,21,1,53,4,68,5,16,1,109,7,31,2,123,12,84,12,38,3
amr,2020-03-01,532,57,652,57,234,21,83,10,190,12,79,18,14,2,20,0,50,4,64,2,15,1,104,5,33,3,114,6,87,13,33,2
amr,2021-03-01,538,54,706,57,271,25,105,13,193,8,74,12,16,3,27,1,52,4,73,4,18,1,117,8,31,3,135,9,101,13,35,3
amr,2022-03-01,510,47,676,47,269,19,102,11,183,8,72,9,18,3,28,0,55,2,64,4,17,0,108,6,29,4,130,6,105,10,34,3
arch,2006-03-01,180,24,191,13,66,10,19,1,61,4,8,1,7,2,7,0,15,0,20,1,6,0,44,4,4,0,34,3,28,6,4,1
arch,2007-03-01,153,27,141,14,44,8,17,1,46,4,7,2,3,1,6,0,13,0,14,2,4,0,27,4,4,0,24,4,17,4,3,0
arch,2008-02-01,150,28,157,14,46,8,22,1,51,5,5,1,3,1,8,0,13,0,17,2,4,0,30,4,4,0,25,4,17,4,4,0
arch,2009-02-01,260,33,295,22,100,9,40,2,88,9,12,0,4,1,9,0,17,1,47,2,5,0,70,7,3,0,70,4,27,5,3,0
arch,2010-03-01,282,33,326,22,106,9,46,2,100,9,14,0,3,0,9,0,21,2,51,2,3,0,73,7,6,0,75,4,24,5,7,0
arch,2011-03-01,244,33,289,25,97,10,45,4,86,8,11,0,1,0,7,0,24,4,45,2,2,0,60,7,8,0,64,5,27,5,6,0
arch,2012-02-01,273,34,307,24,106,9,46,4,94,8,14,0,2,0,7,0,25,4,45,2,3,0,64,6,7,0,68,4,30,5,8,0
arch,2013-03-01,265,34,304,28,97,11,48,4,99,11,14,0,1,0,6,0,25,4,44,2,3,1,57,6,7,0,62,5,29,6,6,0
arch,2014-02-01,258,33,299,26,94,10,48,4,98,10,13,0,1,0,6,0,24,4,43,2,3,1,56,5,7,0,61,4,27,6,6,0
arch,2015-02-01,264,34,310,30,102,12,48,4,99,11,14,0,1,0,6,0,29,5,43,2,3,1,60,7,7,0,65,6,30,6,7,0
arch,2016-03-01,341,39,416,37,158,15,68,6,121,12,38,2,6,0,9,0,37,6,57,2,3,1,68,7,9,1,89,7,58,7,11,1
arch,2017-02-01,293,34,375,32,132,10,59,3,113,12,20,2,6,0,10,0,32,4,55,2,3,1,65,8,12,0,86,5,35,5,11,0
arch,2018-02-01,302,38,387,37,145,13,71,6,105,10,19,2,5,0,10,0,30,3,60,4,3,1,65,8,19,3,90,7,38,4,17,2
arch,2019-02-01,343,37,457,41,187,15,86,7,116,10,22,2,5,0,14,0,38,3,72,5,5,1,73,8,26,5,110,8,51,4,26,3
arch,2020-02-01,353,37,481,45,189,18,85,8,119,9,33,3,5,0,18,1,37,3,72,6,5,1,77,8,30,6,108,9,55,5,26,4
arch,2021-02-01,364,32,475,42,191,17,87,8,119,10,24,2,4,0,21,0,33,3,78,6,6,0,84,10,19,3,113,9,60,5,18,3
arch,2022-02-01,376,39,495,47,201,22,101,12,119,9,21,3,7,0,20,0,36,3,80,7,4,0,88,10,19,3,119,11,64,7,18,4
arlp,2006-03-01,278,21,275,27,104,8,33,4,69,5,17,4,6,0,8,1,18,1,23,4,7,0,47,2,47,6,44,4,33,3,27,1
arlp,2007-03-01,340,25,368,34,119,7,30,4,98,8,66,8,8,0,8,1,20,1,21,2,8,0,43,2,66,8,43,2,37,4,39,1
arlp,2008-02-01,331,28,366,36,125,14,31,4,95,8,66,6,9,0,4,0,21,2,17,2,8,0,42,3,73,11,39,3,36,5,50,6
arlp,2009-03-01,352,26,398,32,138,15,41,5,103,5,64,5,9,0,6,0,22,2,28,2,9,0,47,3,69,10,52,4,37,5,49,6
arlp,2010-02-01,386,35,465,48,165,22,60,11,106,5,72,6,9,0,10,0,33,6,39,6,9,0,51,3,76,11,65,9,48,6,52,7
arlp,2011-02-01,360,33,431,47,151,23,47,7,104,6,71,9,14,3,7,0,26,4,31,1,9,0,49,4,73,13,53,4,48,10,50,9
arlp,2012-02-01,370,34,445,47,162,22,52,8,105,6,71,9,13,3,8,0,28,3,33,2,10,0,51,3,74,13,59,5,50,8,53,9
arlp,2013-03-01,392,36,467,49,172,24,55,9,103,6,78,9,13,3,9,0,29,3,34,3,10,0,52,3,84,13,63,6,48,8,61,10
arlp,2014-02-01,397,38,509,53,181,26,56,10,116,7,92,10,13,3,7,0,30,2,36,4,9,0,58,3,92,14,65,6,51,9,65,11
arlp,2015-02-01,383,36,460,46,166,22,56,9,101,5,76,9,12,3,7,0,26,2,41,3,7,0,52,3,82,12,60,4,45,7,61,11
arlp,2016-02-01,443,40,576,50,219,25,70,8,122,6,97,11,10,3,14,0,32,2,61,3,6,0,64,3,100,14,85,3,60,9,74,13
arlp,2017-02-01,429,42,521,51,199,20,64,8,108,6,83,11,8,3,16,1,30,2,55,3,6,0,58,4,93,13,76,3,53,7,70,10
arlp,2018-02-01,432,48,532,69,200,27,67,13,109,7,89,15,8,3,15,1,35,3,49,4,7,0,59,5,94,18,74,5,51,9,75,13
arlp,2019-02-01,468,54,617,85,234,33,90,16,129,10,90,14,8,2,15,1,37,4,63,9,7,0,80,9,98,20,92,8,66,10,76,15
arlp,2020-02-01,550,53,706,71,275,29,110,11,160,12,95,12,8,2,22,2,53,2,64,4,6,0,91,8,97,18,120,8,85,9,70,12
arlp,2021-02-01,579,58,742,75,304,32,116,13,161,12,96,13,8,2,31,1,58,2,72,5,9,1,91,8,100,18,136,9,92,10,76,13
arlp,2022-02-01,612,63,789,80,329,35,121,14,168,12,102,16,13,2,30,1,58,2,80,5,13,1,107,8,97,19,154,11,98,11,77,13
aumn,2006-03-01,209,25,133,12,58,4,18,3,36,3,18,2,9,1,2,0,10,1,7,2,0,0,15,0,18,0,22,3,13,1,23,0
aumn,2007-04-01,251,27,170,10,85,3,22,1,43,2,18,2,6,0,6,0,17,3,11,1,1,0,26,1,20,0,33,2,26,1,26,0
aumn,2008-02-01,252,31,139,12,69,3,16,1,33,2,17,3,7,1,3,0,16,3,8,1,1,0,24,1,14,0,25,2,26,1,18,0
aumn,2009-03-01,177,24,149,14,60,7,10,1,39,2,29,2,12,2,3,0,17,4,4,1,4,0,15,1,16,1,21,3,18,3,21,1
aumn,2010-03-01,133,17,113,11,56,5,14,1,24,1,14,3,8,2,6,0,11,2,9,1,1,0,19,0,7,1,27,2,20,3,9,0
aumn,2011-02-01,112,16,101,11,55,7,19,3,18,0,10,0,8,2,4,0,8,1,10,1,0,0,20,3,4,1,30,4,16,2,9,1
aumn,2012-03-01,217,37,203,24,90,9,41,5,38,6,20,4,7,2,8,1,24,1,19,2,6,0,32,2,8,1,52,5,33,4,5,0
aumn,2013-03-01,212,34,186,20,84,4,36,5,33,4,24,6,6,2,8,0,20,1,15,0,6,0,29,1,9,1,48,3,31,1,5,0
aumn,2014-02-01,219,29,201,22,95,10,39,5,33,3,20,5,6,2,11,0,25,2,19,0,7,1,27,3,14,1,52,4,36,4,7,2
aumn,2015-02-01,236,38,207,18,101,11,39,5,30,1,19,2,6,2,10,0,28,2,18,0,8,2,32,3,17,1,54,4,36,5,11,2
aumn,2016-02-01,280,38,229,16,109,9,42,5,38,1,32,2,7,2,11,0,28,2,16,0,6,0,34,3,15,1,56,4,41,3,12,2
aumn,2017-02-01,248,35,205,13,105,7,43,5,37,1,19,0,6,2,11,0,25,2,16,0,6,0,34,3,8,0,57,3,37,2,11,2
aumn,2018-03-01,207,34,161,10,86,3,40,4,27,1,12,0,4,1,9,0,24,2,13,0,1,0,25,2,6,0,45,2,33,1,8,0
aumn,2019-02-01,234,34,190,13,104,7,42,5,35,1,18,1,6,2,10,0,25,2,13,0,6,0,28,2,7,0,53,3,39,2,12,2
aumn,2020-02-01,221,32,181,13,105,7,40,5,34,1,15,1,6,2,9,0,23,2,13,0,6,0,28,2,7,0,53,3,39,2,13,2
aumn,2021-02-01,255,41,197,15,117,7,39,3,38,4,18,3,7,2,18,0,19,0,14,0,9,0,30,3,5,0,58,1,40,3,19,3
aumn,2022-03-01,321,41,253,15,138,7,42,1,57,5,22,5,12,1,23,0,18,0,17,0,11,0,49,3,2,0,70,2,52,2,16,3
bmix,2013-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmix,2014-04-01,79,7,64,5,16,1,1,0,36,2,17,2,1,0,0,0,0,0,0,0,0,0,4,0,5,1,2,0,7,0,7,1
bmix,2015-04-01,59,6,46,1,18,0,2,0,20,1,16,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,5,0,8,0
bmix,2016-04-01,62,7,49,3,18,0,4,1,21,2,16,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,5,0,9,0
bmix,2017-06-01,56,4,43,1,17,0,3,0,18,1,15,0,1,0,0,0,1,0,0,0,0,0,2,0,3,0,3,0,4,0,10,0
bmix,2018-04-01,55,4,43,1,17,0,4,0,17,1,15,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,9,0
bmix,2019-04-01,55,4,43,1,17,0,4,0,17,1,15,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,9,0
bmix,2020-04-01,55,4,43,1,17,0,4,0,17,1,15,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,9,0
bmix,2021-03-01,49,3,40,1,15,0,3,0,16,1,15,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,4,0,9,0
bmix,2022-03-01,235,18,216,16,92,4,33,2,62,5,46,5,11,1,3,0,20,1,10,0,1,0,22,1,8,1,27,1,34,1,31,2
btu,2006-03-01,184,20,159,16,69,7,16,2,39,2,13,1,8,1,5,1,7,0,10,2,29,5,31,2,1,0,24,2,42,5,3,0
btu,2007-02-01,231,28,206,26,90,11,18,2,46,4,24,3,9,1,5,1,16,2,12,4,34,3,39,6,3,0,31,4,53,6,6,1
btu,2008-02-01,261,26,251,26,101,9,26,2,65,6,28,3,8,0,9,1,21,2,19,4,27,3,44,5,4,0,43,4,54,5,4,0
btu,2009-02-01,231,24,224,24,81,9,22,2,71,7,26,3,7,0,8,1,18,3,15,3,12,2,41,3,4,0,36,3,42,6,3,0
btu,2010-02-01,226,31,208,30,78,12,22,3,62,7,30,3,6,0,3,0,17,3,17,5,10,2,37,7,4,0,36,7,39,5,3,0
btu,2011-02-01,228,33,215,30,86,12,22,3,66,7,32,3,6,0,5,0,15,2,17,5,11,2,36,8,5,0,37,7,44,5,5,0
btu,2012-02-01,236,31,217,23,85,9,24,2,72,6,31,3,7,1,5,0,15,2,14,2,11,2,32,5,6,0,33,4,43,4,9,1
btu,2013-02-01,242,30,228,22,86,7,24,2,76,6,29,2,7,1,5,0,17,2,15,2,11,2,36,5,8,0,34,4,44,3,8,0
btu,2014-02-01,254,32,249,25,102,10,25,2,77,6,36,3,6,0,5,0,22,3,17,2,12,3,39,6,10,0,41,5,51,5,10,0
btu,2015-02-01,268,36,272,33,117,14,27,3,82,7,40,5,7,1,5,0,23,4,18,2,13,4,40,7,17,0,43,6,58,8,16,0
btu,2016-03-01,392,54,381,46,167,13,41,3,118,15,54,9,12,2,6,0,32,4,28,2,12,3,56,8,22,0,68,7,75,6,24,0
btu,2017-03-01,442,41,420,39,171,11,41,4,129,13,71,7,10,0,6,0,40,3,29,2,8,0,58,9,28,1,65,8,71,2,35,1
btu,2018-02-01,351,39,360,35,149,14,41,4,113,10,43,5,9,0,5,0,31,3,30,3,8,0,59,10,21,0,62,9,59,3,28,2
btu,2019-02-01,390,45,407,38,178,16,53,4,122,9,44,5,9,0,9,2,34,3,38,4,8,0,62,11,28,0,73,9,73,5,32,2
btu,2020-02-01,387,46,423,38,180,18,52,6,118,8,54,7,9,0,7,0,33,2,42,4,11,1,67,10,30,0,77,10,74,7,29,1
btu,2021-02-01,311,34,355,31,165,19,52,6,85,5,47,5,3,0,15,0,26,3,37,4,12,1,58,7,20,0,72,10,70,8,23,1
btu,2022-02-01,291,22,352,24,182,18,50,5,83,2,47,2,4,1,12,0,24,3,37,3,11,0,63,8,21,0,86,9,75,8,21,1
cde,2006-03-01,176,34,115,13,54,9,22,2,30,4,7,3,0,0,5,1,10,1,12,0,6,2,19,0,4,0,29,5,19,4,6,0
cde,2007-02-01,216,36,153,15,51,5,23,1,35,4,12,4,0,0,6,0,33,6,14,0,4,0,21,0,5,0,30,4,16,1,5,0
cde,2008-02-01,303,32,237,13,99,4,40,2,53,4,22,3,3,0,6,0,37,2,24,1,5,0,37,1,10,0,52,4,36,0,11,0
cde,2009-03-01,268,24,253,20,105,7,40,1,65,7,33,6,3,0,6,0,28,0,24,2,5,0,36,2,13,2,52,4,39,1,14,2
cde,2010-02-01,242,22,228,15,94,8,41,2,53,4,28,4,3,0,6,0,25,0,25,2,5,0,33,2,9,1,50,5,30,1,14,2
cde,2011-03-01,176,8,174,7,80,1,29,1,46,3,14,3,2,0,6,0,19,0,18,0,4,0,28,0,8,0,42,1,27,0,11,0
cde,2012-02-01,201,14,183,7,84,3,30,2,45,2,16,2,2,0,6,0,24,0,18,0,4,1,29,0,9,0,43,2,28,1,13,0
cde,2013-02-01,239,22,209,6,87,2,33,1,51,2,20,1,1,0,9,0,25,0,21,0,10,2,30,0,9,0,45,1,30,1,12,0
cde,2014-02-01,272,27,235,16,101,6,40,3,58,3,25,5,2,0,10,1,25,2,22,0,10,1,33,1,10,0,53,3,37,3,11,0
cde,2015-02-01,296,21,278,13,109,4,42,3,57,2,34,4,6,0,11,1,39,1,22,0,10,1,42,1,15,0,52,2,41,2,16,0
cde,2016-02-01,303,27,285,16,125,7,45,3,56,3,33,4,6,0,15,1,43,1,21,0,11,1,43,3,12,0,60,4,51,3,14,0
cde,2017-02-01,285,26,286,21,122,7,44,3,57,5,37,5,8,1,14,1,41,1,20,0,13,2,38,3,14,0,55,3,50,3,17,1
cde,2018-02-01,272,21,279,19,128,6,45,2,53,5,33,4,8,1,14,1,39,1,22,0,12,2,39,3,14,0,55,2,54,3,19,1
cde,2019-02-01,268,19,314,21,153,7,47,2,64,6,35,4,7,1,20,1,39,1,24,1,11,1,52,4,15,0,71,3,62,3,20,1
cde,2020-02-01,305,27,350,32,173,10,51,2,69,9,34,5,6,1,27,2,42,1,26,1,12,1,61,9,22,1,78,4,71,5,24,1
cde,2021-02-01,345,40,409,47,214,21,60,5,76,12,37,4,6,1,32,2,45,3,29,4,19,2,73,13,32,1,92,9,88,11,34,1
cde,2022-02-01,329,39,403,46,209,19,60,5,73,12,34,4,5,1,31,2,48,4,28,3,14,1,72,12,38,2,97,9,81,9,31,1
ceix,2018-02-01,593,65,693,67,269,25,83,11,181,15,105,12,17,2,21,1,60,4,68,5,17,3,101,12,40,2,123,12,107,9,39,4
ceix,2019-02-01,477,46,578,42,216,15,64,4,148,9,86,9,13,1,24,1,53,4,53,2,12,1,84,9,41,2,99,7,86,5,31,3
ceix,2020-02-01,475,44,564,37,217,14,62,4,160,10,73,5,13,1,22,1,48,3,54,3,12,0,92,10,28,0,100,8,83,3,34,3
ceix,2021-02-01,480,43,560,39,225,17,66,3,166,10,61,4,15,2,25,1,44,2,54,3,12,1,100,12,17,1,111,9,85,5,29,3
ceix,2022-02-01,517,52,631,51,253,26,74,3,183,12,71,6,24,3,29,2,47,2,64,8,15,2,106,13,18,0,122,14,98,9,33,3
cmp,2006-02-01,190,37,187,38,85,17,25,10,53,7,33,7,7,1,6,0,13,3,11,1,6,0,30,7,3,2,39,10,32,7,14,0
